INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Lakeland University,55961.0,11100,39063.0,76612.0,72000
Lakeshore Technical College,47113.0,8700,30444.0,64254.0,62400
Lawrence University,55789.0,13700,37114.0,83652.0,81600
Maranatha Baptist University,45593.0,5100,27983.0,67603.0,68100
Marian University,53501.0,11100,35359.0,74849.0,73100
Marquette University,78257.0,23600,54671.0,105538.0,106000
Mid-State Technical College,42253.0,5800,25177.0,61295.0,64200
Milwaukee Area Technical College,41113.0,6900,22309.0,60024.0,61000
Milwaukee Institute of Art & Design,41174.0,7700,22588.0,62110.0,66200
Milwaukee School of Engineering,89070.0,22600,66120.0,109311.0,103000
Moraine Park Technical College,44371.0,6600,28028.0,62297.0,64600
Mount Mary University,48745.0,9000,32376.0,66929.0,68600
Nicolet Area Technical College,38643.0,7100,22563.0,56894.0,56300
Northcentral Technical College,44925.0,10300,28112.0,61526.0,60700
Northeast Wisconsin Technical College,44553.0,11000,28104.0,61105.0,61000
Northland College,44560.0,7600,32956.0,57708.0,59900
Ripon College,54902.0,19500,40128.0,75166.0,75500
Saint Norbert College,58363.0,13900,43919.0,82286.0,80600
State College of Beauty Culture,28037.0,PS,14349.0,38030.0,PS
Southwest Wisconsin Technical College,43470.0,7900,27001.0,60847.0,61000
Viterbo University,55660.0,13200,38772.0,77048.0,76600
Chippewa Valley Technical College,46297.0,9200,30302.0,66156.0,65700
Waukesha County Technical College,46894.0,10100,28690.0,65945.0,66700
Western Technical College,45303.0,7500,29444.0,63035.0,59900
University of Wisconsin-Whitewater,55356.0,13900,40426.0,75834.0,74300
Northwood Technical College,43406.0,7000,26849.0,63786.0,65500
University of Wisconsin-Eau Claire,58561.0,16500,43086.0,79920.0,78500
University of Wisconsin-Green Bay,52528.0,14900,38607.0,73130.0,67800
University of Wisconsin-La Crosse,60378.0,17100,44880.0,81523.0,80000
Wisconsin Lutheran College,54664.0,11400,37791.0,74006.0,63000
University of Wisconsin-Oshkosh,55548.0,14200,40222.0,76239.0,70200
University of Wisconsin-Parkside,51129.0,10800,33245.0,72867.0,70500
Herzing University-Madison,36909.0,12300,19077.0,56514.0,77200
University of Wisconsin-Stout,58084.0,14100,40531.0,80699.0,77500
University of Wisconsin-Superior,49606.0,8900,34128.0,67440.0,64800
University of Wisconsin-Madison,73792.0,19100,52171.0,108161.0,104600
University of Wisconsin-Milwaukee,54990.0,12600,36406.0,76601.0,74700
University of Wisconsin-Platteville,61760.0,16600,43703.0,83326.0,80600
University of Wisconsin-River Falls,54458.0,13100,38018.0,72674.0,72100
University of Wisconsin-Stevens Point,52021.0,13300,37608.0,69056.0,65700
Casper College,40935.0,4500,21340.0,63486.0,78000
Central Wyoming College,34402.0,4400,17164.0,50531.0,68200
Eastern Wyoming College,37121.0,3200,20079.0,56999.0,65300
Laramie County Community College,44783.0,4500,25120.0,66601.0,67100
Northwest College,36950.0,4800,20437.0,56831.0,69300
Northern Wyoming Community College District,40477.0,5900,21848.0,62454.0,75300
Western Wyoming Community College,40939.0,5300,22228.0,63841.0,77000
Cheeks Beauty Academy,25459.0,1600,11374.0,37998.0,35500
WyoTech,50167.0,12000,30127.0,71565.0,77700
University of Wyoming,56880.0,11300,37256.0,80898.0,90700
American Samoa Community College,30087.0,4400,14737.0,43727.0,42600
Guam Community College,27820.0,5400,14361.0,41140.0,46400
University of Guam,35946.0,10000,20340.0,50179.0,57700
Northern Marianas College,27836.0,2200,13085.0,43101.0,41300
Institute of Beauty Careers,17713.0,1700,7880.0,30492.0,32100
American Educational College,17172.0,3300,8100.0,30724.0,32800
Antilles School of Technical Careers,21766.0,3100,10423.0,33855.0,36500
Universidad Adventista de las Antillas,28465.0,3300,14084.0,46781.0,52400
Atlantic University,25272.0,3200,13885.0,38594.0,39500
Universidad Central de Bayamon,25021.0,3100,13728.0,37912.0,38100
Columbia Central University-Caguas,23134.0,4300,12951.0,36802.0,43600
Albizu University-San Juan,41544.0,5500,20474.0,60492.0,53500
Caribbean University-Bayamon,22842.0,2900,12390.0,38346.0,40700
Caribbean University-Carolina,22842.0,2900,12390.0,38346.0,40700
Pontifical Catholic University of Puerto Rico-Arecibo,24908.0,3500,13683.0,40900.0,40700
Pontifical Catholic University of Puerto Rico-Ponce,24908.0,3500,13683.0,40900.0,40700
CEM College-San Juan,21033.0,3200,10682.0,33554.0,35400
Universidad Teologica del Caribe,23536.0,PS,12813.0,34310.0,PS
Colegio Universitario de San Juan,26510.0,5800,14638.0,41946.0,49300
Universidad Ana G. Mendez-Cupey Campus,24490.0,3700,13268.0,39515.0,43100
Puerto Rico Conservatory of Music,19474.0,PS,8306.0,33221.0,PS
EDP University of Puerto Rico Inc-San Sebastian,22844.0,3600,11249.0,39209.0,39200
Emma's Beauty Academy-Mayaguez,14827.0,1700,5591.0,27675.0,25100
Escuela de Artes Plasticas y Diseno de Puerto Rico,21790.0,PS,8867.0,38269.0,PS
Instituto Tecnologico de Puerto Rico-Recinto de Manati,26293.0,4700,14236.0,40523.0,44000
Huertas College,22927.0,3300,13298.0,36228.0,39300
Humacao Community College,20064.0,2100,11059.0,31495.0,35200
ICPR Junior College-Arecibo,18694.0,2500,9423.0,32262.0,34300
ICPR Junior College-Mayaguez,18694.0,2500,9423.0,32262.0,34300
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,26293.0,4700,14236.0,40523.0,44000
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,26293.0,4700,14236.0,40523.0,44000
Liceo de Arte y Tecnologia,26733.0,3400,14227.0,44351.0,45500
Modern Hairstyling Institute-Bayamon,17105.0,1600,7331.0,29646.0,32400
Modern Hairstyling Institute-Arecibo,15266.0,PS,8092.0,26753.0,PS
NUC University,24785.0,3500,12983.0,39344.0,35700
University of Puerto Rico-Medical Sciences,45953.0,PS,25893.0,74500.0,PS
University of Puerto Rico-Rio Piedras,35723.0,PS,20985.0,57886.0,PS
Universidad Ana G. Mendez-Carolina Campus,24328.0,3800,12674.0,38614.0,41300
Universidad del Sagrado Corazon,31754.0,3300,14939.0,54237.0,46100
Universidad Central Del Caribe,31468.0,PS,18921.0,46448.0,PS
Universidad Politecnica de Puerto Rico,47540.0,4600,25266.0,69091.0,61600
Pontifical Catholic University of Puerto Rico-Mayaguez,24908.0,3500,13683.0,40900.0,40700
Universidad Ana G. Mendez-Gurabo Campus,26223.0,3500,14676.0,42305.0,41900
College of Micronesia-FSM,24651.0,3100,14199.0,40756.0,31900
Palau Community College,29898.0,6600,14647.0,48546.0,38300
University of the Virgin Islands,38681.0,11000,23467.0,56467.0,59300
Stanford University,124080.0,22500,73321.0,219740.0,232800
Purdue University-Main Campus,72424.0,17700,47140.0,103038.0,103200
Parker University,42091.0,PS,23643.0,73294.0,PS
EDP University of Puerto Rico Inc-San Juan,22844.0,3600,11249.0,39209.0,39200
ICPR Junior College,18694.0,2500,9423.0,32262.0,34300
City College-Hollywood,34938.0,5400,17898.0,53455.0,55500
Meridian College,33735.0,PS,15967.0,45724.0,PS
Georgia State University-Perimeter College,47384.0,10200,24994.0,72355.0,81800
Georgia Piedmont Technical College,34619.0,6200,17125.0,53298.0,53800
ETI School of Skilled Trades,52800.0,7600,32772.0,77147.0,80400
Warren County Community College,43359.0,8300,22704.0,63708.0,70200
St. John's College,44985.0,6600,22437.0,69716.0,72400
Antioch University-Los Angeles,51541.0,6100,29595.0,76285.0,74000
Antioch University-Santa Barbara,51541.0,6100,29595.0,76285.0,74000
Antioch University-New England,51541.0,6100,29595.0,76285.0,74000
Antioch University-Seattle,51541.0,6100,29595.0,76285.0,74000
Antioch University,51541.0,6100,29595.0,76285.0,74000
Mid-America Christian University,46116.0,13100,24194.0,68732.0,84300
Miller-Motte College-Tulsa,31102.0,2400,15775.0,47146.0,44700
Francis Tuttle Technology Center,32996.0,3900,14079.0,50680.0,67600
Central Technology Center,36351.0,4300,22685.0,58342.0,54100
Carrington College-Portland,36625.0,4300,18711.0,53355.0,50100
Career Technology Center of Lackawanna County,45555.0,PS,32099.0,57893.0,PS
Palo Alto College,37448.0,7400,21915.0,54989.0,57900
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,24450.0,3600,8288.0,37390.0,44800
Central Texas Beauty College-Round Rock,23338.0,2800,11450.0,41321.0,40700
Athens Technical College,35951.0,6200,19921.0,54454.0,53100
GateWay Community College-Central City,46147.0,5600,24066.0,70735.0,71800
Carrington College-San Leandro Campus,39633.0,4100,18725.0,60075.0,55800
Headmasters School of Hair Design,17707.0,PS,11221.0,38492.0,PS
The Salon Professional Academy-Nampa,18095.0,PS,9088.0,37547.0,PS
Beckfield College-Florence,37114.0,5100,20542.0,55202.0,59400
Dorsey College-Wayne,29392.0,4500,13351.0,42074.0,45100
Ross Medical Education Center-Saginaw,30060.0,3000,16686.0,39692.0,38000
Sussex County Community College,44664.0,5300,24917.0,67845.0,69500
Landmark College,29813.0,3200,13157.0,51289.0,57200
Collin County Community College District,48701.0,7500,26534.0,72591.0,75100
Owensboro Community and Technical College,35798.0,4500,18751.0,55436.0,56800
Cloyd's Beauty School 3 Inc,15105.0,PS,5102.0,30047.0,PS
Moore Norman Technology Center,34000.0,5600,17297.0,53874.0,55500
Fayette County Career & Technical Institute Practical Nursing Program,49229.0,PS,32382.0,65772.0,PS
Franklin County Career and Technology Center,54747.0,PS,34784.0,68149.0,PS
Paul Mitchell the School-Knoxville,26260.0,PS,14203.0,37173.0,PS
Ogle School Hair Skin Nails-Hurst,31488.0,2700,14608.0,46150.0,46900
Tennessee College of Applied Technology Nashville,38955.0,3600,18259.0,58200.0,56400
ECPI University,42837.0,9100,25868.0,64290.0,74100
Ms Roberts Academy of Beauty Culture,24535.0,PS,8237.0,39657.0,PS
Paul Mitchell the School-Houston,27384.0,PS,12668.0,48523.0,PS
Fortis Institute-Forty Fort,30224.0,2500,15606.0,44607.0,47700
Laurel Business Institute,30819.0,2700,15219.0,45806.0,47200
Aviation Institute of Maintenance-Philadelphia,42785.0,6300,16089.0,69825.0,79200
Dorsey College-Roseville,29392.0,4500,13351.0,42074.0,45100
Moler-Pickens Beauty Academy,22137.0,PS,10530.0,36076.0,PS
Red River Technology Center,31415.0,2700,13425.0,48615.0,50300
Southern Union State Community College,36597.0,7100,20430.0,56788.0,63100
South University-Columbia,34421.0,7100,17463.0,53014.0,67200
Clinton Technical School,53451.0,PS,39196.0,63849.0,PS
Greene County Career and Technology Center,34231.0,PS,18474.0,53036.0,PS
Lac Courte Oreilles Ojibwe University,24302.0,2500,7798.0,41138.0,41900
Pima Medical Institute-Mesa,38673.0,4300,21337.0,55482.0,53300
Platt College-Los Angeles,40669.0,3300,22121.0,61116.0,65500
Platt College-Aurora,77602.0,6200,54466.0,98652.0,66400
Paul Mitchell the School-Boise,25719.0,1400,10837.0,42369.0,36300
Educators of Beauty College of Cosmetology-Rockford,21463.0,1800,11218.0,36403.0,39400
Northwestern College,37871.0,7200,17775.0,54687.0,60600
Douglas J Aveda Institute,26849.0,PS,12573.0,46656.0,PS
Ross Medical Education Center-Brighton,29898.0,4500,14990.0,42422.0,39500
Ross Medical Education Center-Ann Arbor,29898.0,4500,14990.0,42422.0,39500
Dorsey School of Beauty,13256.0,PS,8904.0,43889.0,PS
Pike-Lincoln Technical Center,48581.0,PS,32081.0,65254.0,PS
St Charles Community College,42422.0,6800,26402.0,62357.0,63200
Conservatory of Recording Arts and Sciences,37429.0,6600,18641.0,57440.0,72300
Adrian's Beauty College of Turlock,18199.0,PS,7261.0,36753.0,PS
San Joaquin Valley College-Fresno,38317.0,5400,19423.0,60326.0,61500
Aveda Institute-Fort Myers,24057.0,PS,12887.0,38865.0,PS
Ross Medical Education Center-Port Huron,30060.0,3000,16686.0,39692.0,38000
Raphael's School of Beauty Culture Inc-Alliance,17650.0,PS,9798.0,34803.0,PS
Metro Technology Centers,38830.0,5900,19318.0,66216.0,57000
Luna Community College,32461.0,3600,16329.0,49406.0,62800
Grabber School of Hair Design,27109.0,PS,13211.0,45931.0,PS
Raphael's School of Beauty Culture Inc-Brunswick,21307.0,PS,11379.0,34855.0,PS
Caribbean University-Ponce,22842.0,2900,12390.0,38346.0,40700
Caribbean University-Vega Baja,22842.0,2900,12390.0,38346.0,40700
University of Advancing Technology,50719.0,8700,33290.0,87683.0,96500
Paradise Valley Community College,47196.0,6700,26178.0,71604.0,69200
Chandler-Gilbert Community College,51111.0,8500,30948.0,76663.0,82900
Great Plains Technology Center,42376.0,5700,22549.0,65028.0,62500
Pioneer Technology Center,29841.0,4000,15851.0,46632.0,44800
Portage Lakes Career Center,38316.0,PS,23346.0,53364.0,PS
Bell Mar Beauty College,26222.0,PS,11884.0,46625.0,PS
Caddo Kiowa Technology Center,21576.0,1000,7865.0,36946.0,50700
International School of Skin Nailcare & Massage Therapy,25452.0,4000,11648.0,48336.0,54600
Palomar Institute of Cosmetology,23451.0,3700,9479.0,39127.0,47800
Southern Oklahoma Technology Center,29012.0,PS,10918.0,49663.0,PS
Autry Technology Center,40389.0,PS,26329.0,60345.0,PS
Greene County Career Center,41796.0,PS,18188.0,60139.0,PS
Canadian Valley Technology Center,31355.0,7900,16369.0,51689.0,60000
Wilkes-Barre Area Career and Technical Center Practical Nursing,48705.0,PS,33966.0,65398.0,PS
Meridian Technology Center,34451.0,2000,17605.0,52862.0,53600
Waynesville Career Center,40979.0,PS,15801.0,55911.0,PS
Capitol Beauty School,31349.0,3500,13923.0,46608.0,53000
Ross Medical Education Center-Roosevelt Park,30060.0,3000,16686.0,39692.0,38000
Ross Medical Education Center-Kentwood,30072.0,4400,15686.0,40983.0,40000
Cloyd's Barber School 2 Inc,23220.0,PS,10871.0,39855.0,PS
Universal Technical Institute of Illinois Inc,52873.0,12500,33274.0,74276.0,78900
Pennsylvania College of Technology,52567.0,11200,33752.0,76561.0,74500
Commonwealth Institute of Funeral Service,37786.0,PS,22222.0,61258.0,PS
Delta College of Arts & Technology,34222.0,4900,21768.0,51212.0,48400
Suffolk County Community College,49907.0,7300,28669.0,74682.0,80600
Las Positas College,51088.0,3500,22300.0,81590.0,80800
Ogeechee Technical College,31248.0,5300,16362.0,48302.0,46300
Remington College-Mobile Campus,31349.0,5600,16051.0,44946.0,56900
Southern Technical College,36155.0,4800,21541.0,53344.0,57900
Mercer County Career Center,49088.0,PS,31770.0,56308.0,PS
California State University-San Marcos,62908.0,9800,37472.0,87350.0,86600
Hairmasters Institute of Cosmetology,19594.0,3500,7761.0,32613.0,44800
Tricoci University of Beauty Culture LLC-Bloomington,27925.0,PS,9661.0,37085.0,PS
Interactive College of Technology-Newport,27065.0,5200,13374.0,45748.0,50800
Miller-Motte College-McCann-Monroe,31102.0,2400,15775.0,47146.0,44700
Ross Medical Education Center-Taylor,30481.0,4700,15370.0,42929.0,39900
Interactive College of Technology,27182.0,6200,12690.0,45031.0,52700
Butler Beauty Academy-New Castle Beauty Academy,23003.0,3600,8124.0,34380.0,31500
NorthWest Arkansas Community College,43505.0,6600,24662.0,63932.0,66800
H W Brewster Technical College,27053.0,4400,11415.0,45483.0,37300
Hodges University,37052.0,8400,19688.0,55729.0,78900
Capital Area Career Center,55357.0,9000,37748.0,73036.0,54700
Hair Professionals Career College,23417.0,PS,9465.0,46027.0,PS
Empire Beauty School-Bloomfield,23925.0,2800,10394.0,40316.0,34700
Southwest Technology Center,48966.0,PS,22864.0,70900.0,PS
Western Area Career & Technology Center,43189.0,PS,24548.0,60712.0,PS
Nossi College of Art and Design,35113.0,4100,16555.0,49258.0,51700
Pima Medical Institute-Seattle,38673.0,4300,21337.0,55482.0,53300
Mineral County Vocational Technical Center,46022.0,PS,27505.0,50156.0,PS
Hypnosis Motivation Institute,24244.0,1900,11075.0,55747.0,78600
Thanh Le College School of Cosmetology,13265.0,PS,5706.0,29241.0,PS
Southeastern Technical College,30329.0,4900,16321.0,45499.0,44600
Universal Technical Institute-Orlando,48341.0,7100,29394.0,68153.0,64200
Erwin Technical College,37966.0,4700,19256.0,58161.0,57200
Rosel School of Cosmetology,19819.0,PS,13998.0,34542.0,PS
Worsham College of Mortuary Science,61574.0,PS,34442.0,80253.0,PS
Bryan University,28725.0,2900,14422.0,42496.0,51700
Central Pennsylvania Institute of Science and Technology,41677.0,PS,26284.0,54472.0,PS
Northwest Educational Center,25442.0,6600,11908.0,40580.0,44700
PCI Health Training Center,34096.0,5400,19045.0,46120.0,42200
Fortis College,26652.0,4900,13943.0,39298.0,40300
CRU Institute of Cosmetology and Barbering,20125.0,PS,11009.0,44346.0,PS
Modern Technology School,50667.0,7000,30083.0,74914.0,89200
National Career Education,38015.0,4600,17914.0,62402.0,71900
North-West College-Glendale,37542.0,4700,16531.0,57455.0,50500
Fremont University,39003.0,4200,17035.0,59470.0,69900
Pomona Unified School District Adult and Career Education,34849.0,3000,14678.0,52169.0,50700
Universal College of Beauty Inc-Los Angeles 2,17821.0,PS,4848.0,39361.0,PS
IBMC College,34432.0,4400,15764.0,46240.0,49500
Avalon Institute-Aurora,24367.0,3100,12085.0,43324.0,49100
Academy of Cosmetology,20144.0,PS,6992.0,40139.0,PS
Fortis College-Smyrna,36368.0,6400,19282.0,51976.0,48600
Ross College-Davenport,29898.0,4500,14990.0,42422.0,39500
Pivot Point Academy,30453.0,3900,13392.0,46685.0,53500
